2,3,5,6,7,8,8
2,2,4,6,7,8,8
2,2,3,5,7,8,8
2,2,4,5,7,8,8
1,2,3,5,7,8,8
2,2,3,4,5,7,8
2,2,3,5,6,8,8
2,2,3,4,6,8,8
1,2,3,4,5,7,8
1,2,3,4,6,8,8
1,2,3,5,6,8,8
2,2,4,5,6,8,8
2,2,4,6,7,8,9
2,3,5,6,7,8,9
2,2,3,5,7,8,9
2,2,4,5,7,8,9
1,2,3,5,7,8,9
